IDQ;hobby_1;hobby_2;hobby_3;hobby_4;hobby_5;hobby_6;hobby_7;hobby_8;hobby_9;hobby_10;hobby_11;hobby_12;own_mm_1;own_mm_2;own_mm_3;own_mm_4;own_mm_5;own_mm_6;own_mm_7;own_mm_8;own_mm_9;own_mm_10;own_mm_11;info_1;info_2;info_3;info_4;info_5;info_6;info_7;info_8;info_9;nq_kids;nq_gender;cam_crit_1;cam_crit_2;cam_crit_3;cam_crit_4;cam_crit_5;cam_crit_6;cam_brand;TV_crit_1;TV_crit_2;TV_crit_3;TV_crit_4;TV_crit_5;TV_crit_6;TV_brand;notebook_crit_1;notebook_crit_2;notebook_crit_3;notebook_crit_4;notebook_crit_5;notebook_crit_6;notebook_brand;vendor_TV;vendor_desktopPC;vendor_notebook;vendor_pocketcamera;vendor_SLRcamera
1;0;0;0;0;0;1;1;1;0;1;0;1;1;1;1;0;1;0;1;0;1;0;0;1;0;1;0;1;0;1;1;1;1;M;6;3;2;5;1;4;DontKnow;6;2;1;5;4;3;DontKnow;6;4;2;3;5;1;DontKnow;V_7;V_99;V_99;V_99;V_99
2;0;0;1;0;0;0;0;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;1;1;M;6;1;5;3;2;4;Canon;5;1;2;6;4;3;Panasonic;6;3;1;5;4;2;Apple;V_2;V_7;V_7;V_2;V_2
3;0;0;0;0;1;0;0;0;0;1;1;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;1;2;M;6;4;3;2;1;5;Canon;4;2;1;6;5;3;Philips;6;4;5;3;2;1;DontKnow;V_6;V_6;V_6;V_6;V_4
4;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;0;0;0;1;0;0;0;1;1;0;1;F;6;5;4;1;2;3;Canon;4;2;5;1;6;3;Samsung;3;6;4;5;1;2;HP;V_1;V_1;V_1;V_99;V_1
5;0;0;1;1;1;0;0;0;0;1;1;1;1;0;0;1;1;1;1;0;1;1;0;1;0;0;0;0;0;0;1;1;0;F;3;5;4;1;2;6;Nikon;4;1;3;5;6;2;Samsung;2;4;3;6;5;1;Apple;V_4;V_4;V_1;V_4;V_4
6;1;0;0;0;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;1;1;0;0;1;M;2;6;4;5;1;3;Canon;4;3;1;6;5;2;Samsung;6;5;4;2;3;1;Apple;V_99;V_1;V_1;V_1;V_1
7;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;0;M;2;6;4;1;3;5;Nikon;3;1;2;6;4;5;Other;5;3;6;2;1;4;Acer;V_99;V_99;V_99;V_99;V_99
8;0;1;1;0;1;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;F;6;4;5;3;1;2;Sony;4;2;3;6;5;1;DontKnow;6;5;3;2;1;4;Dell;V_2;V_6;V_6;V_6;V_99
9;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;M;5;1;2;4;6;3;Canon;3;4;6;1;2;5;DontKnow;3;1;5;4;2;6;HP;V_99;V_2;V_2;V_99;V_99
10;1;0;1;1;0;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;2;M;1;6;4;3;2;5;Nikon;4;3;1;6;5;2;Samsung;4;6;1;3;2;5;Apple;V_6;V_7;V_7;V_6;V_6
11;1;0;1;0;0;1;0;1;1;1;1;1;0;1;1;1;1;0;0;1;0;1;1;1;0;0;0;0;1;1;0;0;1;M;4;3;5;1;6;2;Nikon;5;3;6;2;4;1;Samsung;5;2;3;1;4;6;Apple;V_1;V_1;V_1;V_1;V_1
12;0;1;0;0;0;1;0;1;0;0;0;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;1;M;6;5;1;2;3;4;DontKnow;5;1;2;6;4;3;DontKnow;6;4;1;2;5;3;DontKnow;V_1;V_1;V_1;V_1;V_1
13;0;1;1;1;1;1;0;1;0;0;1;0;1;1;1;1;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;1;1;F;6;4;5;3;2;1;DontKnow;4;1;3;6;5;2;DontKnow;5;6;2;3;1;4;DontKnow;V_4;V_7;V_4;V_2;V_2
14;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;F;4;5;3;2;1;6;Canon;4;1;3;5;6;2;Sony;6;3;1;2;4;5;Apple;V_6;V_99;V_99;V_99;V_7
15;0;0;1;1;0;1;0;1;1;0;1;0;1;1;0;1;1;0;1;1;1;1;1;0;1;1;1;0;1;1;1;0;2;F;1;2;5;6;4;3;Sony;3;6;5;1;2;4;Sony;2;1;5;3;6;4;HP;V_99;V_99;V_99;V_99;V_99
16;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;0;0;0;1;0;1;0;0;1;1;0;0;1;0;1;0;2;F;6;5;4;1;3;2;Nikon;6;5;1;2;3;4;DontKnow;6;5;2;4;3;1;HP;V_1;V_2;V_2;V_2;V_2
17;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;0;0;0;1;1;0;0;1;0;0;1;1;0;F;6;4;3;1;2;5;Canon;3;1;2;5;6;4;Philips;6;4;2;1;5;3;HP;V_2;V_2;V_99;V_99;V_99
18;1;0;1;1;0;0;0;0;1;1;0;0;1;1;1;1;1;0;1;1;1;0;1;0;0;0;0;1;0;0;1;1;2;M;3;6;2;1;5;4;Canon;6;1;5;3;4;2;Sony;5;3;2;1;4;6;Apple;V_6;V_6;V_6;V_6;V_6
19;1;0;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;0;0;1;0;0;1;1;0;1;0;1;F;6;4;1;2;5;3;Nikon;3;1;4;6;5;2;Panasonic;6;4;1;3;2;5;DontKnow;V_2;V_7;V_7;V_99;V_99
20;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;F;6;5;3;4;1;2;Canon;3;1;4;5;6;2;Samsung;6;5;1;3;4;2;Acer;V_99;V_99;V_99;V_99;V_99
21;1;0;1;0;1;0;0;1;1;1;1;0;1;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;1;M;6;5;3;4;1;2;Sony;6;1;2;4;5;3;Panasonic;6;4;1;5;2;3;Apple;V_4;V_1;V_4;V_4;V_4
22;0;0;1;0;0;0;1;0;1;1;1;1;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;1;2;M;1;2;6;4;5;3;Nikon;2;5;3;4;1;6;Sony;3;5;4;2;6;1;Apple;V_99;V_99;V_99;V_99;V_99
23;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;1;1;0;F;6;5;1;2;4;3;Sony;4;1;3;5;6;2;Samsung;6;5;3;1;2;4;Dell;V_4;V_4;V_4;V_4;V_4
24;0;1;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;1;2;M;4;3;2;6;5;1;Canon;6;4;1;5;3;2;Sony;4;1;6;2;3;5;Apple;V_99;V_1;V_99;V_1;V_99
25;0;0;1;1;0;0;1;1;1;0;0;0;1;1;1;1;1;1;0;1;1;0;1;1;1;0;1;1;0;1;0;1;1;M;6;4;3;1;2;5;Nikon;4;1;5;6;2;3;Sony;6;5;1;2;4;3;Apple;V_6;V_6;V_6;V_6;V_7
26;1;0;1;1;0;1;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;1;0;1;1;0;0;M;6;4;5;3;2;1;Canon;6;2;3;4;1;5;Samsung;6;5;4;2;3;1;Sony;V_99;V_7;V_7;V_2;V_7
27;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;1;0;1;1;1;1;0;1;0;0;0;1;0;0;0;1;1;F;6;5;4;2;3;1;Other;5;1;4;6;2;3;Samsung;6;5;1;4;2;3;HP;V_99;V_6;V_6;V_4;V_99
28;0;0;1;0;1;0;0;1;1;0;0;1;0;1;1;1;1;1;0;1;1;0;0;0;1;1;0;1;0;1;1;1;0;F;6;3;5;2;1;4;Sony;4;2;1;6;5;3;Sony;6;5;4;3;2;1;Acer;V_2;V_2;V_2;V_99;V_99
29;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;0;1;0;0;1;0;0;1;1;1;0;0;1;M;6;5;3;1;4;2;Other;5;1;3;6;4;2;DontKnow;3;5;1;4;6;2;DontKnow;V_2;V_2;V_99;V_1;V_99
30;0;0;0;0;1;1;1;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;F;5;4;3;2;6;1;Sony;2;4;3;6;1;5;Sony;2;1;3;4;5;6;Apple;V_4;V_7;V_7;V_99;V_99
31;1;1;1;0;0;1;0;1;1;1;0;0;1;1;1;1;1;1;0;1;1;0;0;1;1;0;0;0;0;1;1;1;1;M;1;6;3;4;2;5;Nikon;2;3;4;6;5;1;Samsung;2;6;5;4;3;1;HP;V_99;V_99;V_99;V_99;V_99
32;1;0;1;0;0;1;0;1;1;0;1;0;1;1;1;1;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;1;2;F;6;5;4;2;3;1;DontKnow;6;2;3;5;1;4;DontKnow;5;6;2;4;1;3;DontKnow;V_2;V_1;V_1;V_2;V_2
33;0;0;1;1;0;1;0;1;1;0;1;1;0;1;1;1;1;0;1;1;0;0;0;1;1;1;1;0;0;1;1;1;0;M;6;3;4;2;1;5;Other;6;2;1;5;4;3;Sony;6;3;2;5;4;1;Other;V_2;V_4;V_1;V_4;V_4
34;0;0;1;0;1;1;1;1;1;1;1;0;1;0;0;1;0;1;0;1;0;1;0;0;1;1;1;1;0;1;1;1;0;F;6;3;2;1;4;5;Sony;5;1;3;6;4;2;Samsung;6;3;5;1;2;4;Acer;V_99;V_99;V_6;V_6;V_6
35;1;0;0;1;1;1;0;0;0;1;0;1;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;1;1;1;2;F;4;6;2;5;1;3;Other;3;4;1;6;5;2;Other;5;6;1;3;4;2;Apple;V_99;V_99;V_99;V_99;V_99
36;1;0;0;1;1;1;1;0;0;1;1;1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;2;F;5;4;3;2;1;6;DontKnow;4;1;2;5;6;3;DontKnow;6;4;1;5;3;2;DontKnow;V_99;V_99;V_99;V_99;V_99
37;0;1;1;0;0;1;0;0;1;1;1;0;1;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1;1;0;0;0;0;F;6;4;1;2;3;5;Canon;4;2;1;5;6;3;Sony;3;6;4;2;5;1;HP;V_99;V_99;V_99;V_99;V_99
38;1;0;1;0;0;1;0;0;1;1;0;0;1;1;1;1;1;0;0;1;0;1;0;0;1;0;1;1;0;1;1;0;2;M;6;5;4;1;3;2;Other;6;1;2;4;5;3;DontKnow;6;5;3;2;4;1;Acer;V_2;V_7;V_99;V_7;V_7
39;0;0;1;0;1;1;0;1;0;1;0;0;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;2;F;1;2;5;6;4;3;Canon;3;5;6;1;2;4;Samsung;1;3;4;5;2;6;Apple;V_4;V_99;V_99;V_4;V_4
40;1;0;1;0;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;0;1;M;6;5;3;2;4;1;Other;4;1;5;3;6;2;Samsung;6;2;4;3;5;1;HP;V_2;V_7;V_7;V_1;V_7
41;0;0;1;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;M;6;5;2;1;3;4;Canon;4;2;3;6;5;1;DontKnow;6;5;2;4;1;3;DontKnow;V_99;V_99;V_99;V_99;V_99
42;1;0;1;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;0;1;0;1;1;0;0;1;0;1;0;0;0;0;1;M;6;5;2;1;3;4;Other;5;1;3;6;4;2;Panasonic;4;6;3;5;2;1;HP;V_7;V_7;V_4;V_4;V_6
43;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;1;1;M;6;5;2;1;3;4;DontKnow;6;1;3;4;5;2;DontKnow;6;4;1;5;3;2;Acer;V_2;V_7;V_7;V_2;V_99
44;0;0;1;0;1;1;0;1;1;1;1;0;0;1;0;0;1;0;0;1;0;1;0;0;1;0;0;1;1;1;1;1;1;F;1;4;2;3;5;6;DontKnow;3;4;6;2;1;5;Philips;1;2;4;3;5;6;DontKnow;V_7;V_1;V_1;V_7;V_7
45;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;0;0;0;1;0;0;0;2;F;6;4;2;1;3;5;Canon;4;1;3;6;5;2;Panasonic;5;3;1;6;2;4;Apple;V_2;V_7;V_4;V_2;V_4
46;0;0;1;0;0;1;0;1;1;0;0;0;1;1;1;0;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;1;M;4;5;3;2;6;1;Canon;4;1;2;6;5;3;Samsung;5;6;3;4;2;1;Apple;V_99;V_99;V_4;V_99;V_99
47;0;0;1;1;0;1;1;1;1;1;1;0;1;1;1;0;0;1;0;1;1;1;0;0;1;1;1;1;0;1;0;1;1;F;6;5;4;2;3;1;Canon;4;1;2;5;6;3;Sony;6;5;1;2;4;3;Acer;V_99;V_2;V_4;V_4;V_1
48;0;0;1;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;F;6;3;4;2;1;5;Canon;4;3;1;5;6;2;Sony;5;6;1;3;2;4;DontKnow;V_99;V_99;V_99;V_99;V_99
49;0;0;0;1;0;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;F;5;6;3;2;1;4;Canon;4;1;3;6;5;2;Philips;5;6;2;4;1;3;HP;V_4;V_4;V_4;V_99;V_4
50;1;1;1;0;0;0;1;1;1;1;0;0;1;1;1;0;1;0;0;0;0;1;1;1;1;1;1;1;0;1;1;0;1;M;6;5;2;1;4;3;Canon;3;1;4;6;5;2;Other;6;3;1;4;2;5;Acer;V_4;V_6;V_6;V_6;V_6
51;1;0;1;0;0;1;0;1;0;0;0;0;1;1;1;1;1;1;0;1;0;0;1;0;0;0;0;1;1;0;1;1;0;M;6;5;3;4;2;1;Canon;4;2;3;5;6;1;DontKnow;6;3;5;1;4;2;Apple;V_2;V_7;V_7;V_99;V_7
52;1;0;1;0;1;1;1;0;1;0;1;0;1;0;1;1;1;0;0;1;0;1;0;1;0;1;1;1;0;0;0;1;1;F;6;1;3;4;2;5;Sony;3;1;2;6;5;4;Samsung;6;3;5;4;1;2;Apple;V_6;V_1;V_99;V_6;V_99
53;1;0;1;0;0;1;0;1;1;0;1;0;1;1;1;1;1;1;0;1;0;0;1;0;1;1;0;0;1;1;1;1;0;M;1;3;4;6;5;2;Other;5;4;1;3;6;2;Samsung;6;2;1;4;5;3;HP;V_1;V_1;V_1;V_1;V_1
54;1;0;1;0;1;1;0;0;1;1;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;1;F;6;5;4;2;3;1;Canon;5;1;3;6;2;4;Philips;6;2;1;4;3;5;Apple;V_1;V_1;V_1;V_99;V_6
55;1;1;0;0;1;1;0;0;1;1;0;1;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;1;0;M;6;2;4;5;3;1;Sony;6;1;4;2;3;5;Sony;3;1;5;2;6;4;HP;V_2;V_99;V_2;V_2;V_99
56;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;F;6;4;5;2;1;3;Canon;6;4;1;5;2;3;Samsung;6;2;5;4;1;3;Apple;V_6;V_6;V_6;V_6;V_6
57;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;1;F;6;5;4;2;3;1;DontKnow;2;1;4;6;5;3;DontKnow;6;4;2;1;3;5;DontKnow;V_1;V_7;V_7;V_2;V_99
58;1;0;1;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;1;0;1;0;1;F;6;2;4;3;5;1;Canon;6;1;3;5;2;4;Sony;6;3;2;1;5;4;Apple;V_2;V_1;V_1;V_2;V_2
59;1;0;1;0;0;0;1;1;1;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;2;M;6;4;5;1;3;2;Nikon;4;1;3;6;5;2;Sony;5;3;4;2;1;6;Toshiba;V_4;V_99;V_99;V_7;V_7
60;0;0;1;0;0;1;0;1;1;1;1;0;0;1;1;1;1;0;0;1;0;1;0;0;1;0;0;1;0;1;1;0;1;M;6;5;4;3;1;2;Nikon;5;3;2;6;4;1;DontKnow;6;5;4;3;1;2;DontKnow;V_2;V_1;V_1;V_4;V_4
61;1;0;0;1;1;1;0;1;1;0;1;1;0;1;0;1;1;1;1;1;0;1;0;1;1;0;0;0;0;1;1;0;0;F;5;4;3;1;2;6;Canon;4;1;3;5;6;2;DontKnow;6;4;5;2;3;1;HP;V_2;V_4;V_4;V_1;V_2
62;0;1;0;0;0;0;0;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;M;2;1;5;3;4;6;Sony;1;6;5;2;3;4;DontKnow;1;2;5;6;3;4;Acer;V_1;V_1;V_2;V_1;V_1
63;0;1;1;1;1;1;1;0;1;1;0;0;1;1;0;1;0;0;0;1;0;1;0;0;1;0;1;0;0;1;1;0;1;F;6;5;4;3;2;1;DontKnow;5;1;2;4;3;6;DontKnow;6;4;1;2;5;3;HP;V_1;V_1;V_1;V_7;V_7
64;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;M;5;6;4;3;1;2;Nikon;3;1;5;2;6;4;Panasonic;4;6;3;5;2;1;Sony;V_2;V_1;V_1;V_1;V_1
65;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;M;4;2;6;3;1;5;Canon;2;1;6;3;5;4;DontKnow;1;2;6;5;4;3;HP;V_99;V_99;V_99;V_99;V_99
66;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;M;1;2;3;4;5;6;Nikon;3;6;5;1;2;4;Other;3;1;5;2;4;6;Apple;V_7;V_1;V_1;V_1;V_1
67;1;1;1;1;0;1;0;0;1;1;0;1;1;0;0;1;1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;1;1;F;6;2;1;5;3;4;Other;6;3;2;5;4;1;DontKnow;6;3;2;5;1;4;Apple;V_2;V_7;V_7;V_2;V_99
68;0;1;0;0;0;1;0;1;1;1;1;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;F;5;6;4;3;1;2;Sony;5;1;3;4;6;2;Sony;6;5;4;3;1;2;Sony;V_1;V_4;V_4;V_99;V_1
69;1;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;M;6;5;1;3;2;4;Sony;3;1;2;6;5;4;Samsung;6;2;5;1;4;3;HP;V_1;V_7;V_4;V_7;V_7
70;0;0;1;0;0;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;1;0;1;1;M;6;5;4;1;2;3;Canon;5;1;3;6;4;2;Samsung;6;5;4;2;1;3;Apple;V_2;V_1;V_1;V_1;V_1
71;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;1;F;6;5;4;2;1;3;Sony;5;1;2;4;6;3;DontKnow;6;1;4;3;5;2;Other;V_99;V_99;V_99;V_99;V_99
72;1;1;0;0;0;0;1;0;1;0;0;0;1;1;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;1;1;1;F;6;5;3;1;2;4;DontKnow;6;3;4;2;5;1;DontKnow;6;3;1;2;5;4;HP;V_7;V_7;V_7;V_7;V_7
73;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;0;1;M;2;3;4;5;6;1;Canon;2;1;5;6;3;4;Sony;3;5;1;4;2;6;Apple;V_1;V_99;V_99;V_1;V_1
74;1;0;1;0;1;1;0;1;1;1;1;0;1;0;1;1;1;1;0;1;0;1;0;0;1;1;0;0;0;1;1;0;1;F;6;5;3;2;1;4;DontKnow;4;3;1;6;5;2;Samsung;6;3;2;4;5;1;Apple;V_4;V_7;V_1;V_1;V_99
75;0;0;0;0;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;1;1;F;6;3;5;2;1;4;Sony;5;1;2;6;4;3;Samsung;6;5;1;2;4;3;HP;V_1;V_2;V_6;V_1;V_1
76;1;0;1;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;1;M;5;6;4;1;2;3;Canon;3;1;4;6;5;2;Samsung;3;6;4;5;2;1;Dell;V_6;V_99;V_99;V_6;V_6
77;1;0;1;0;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;0;1;0;1;1;0;0;1;0;1;0;0;2;M;3;2;4;5;1;6;Other;3;4;2;1;6;5;DontKnow;3;5;4;6;1;2;DontKnow;V_99;V_99;V_1;V_99;V_99
78;1;0;1;1;1;0;0;1;1;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;1;1;0;0;F;6;1;4;3;2;5;Canon;6;1;3;5;4;2;DontKnow;6;2;1;5;4;3;HP;V_4;V_2;V_2;V_2;V_2
79;1;0;1;0;1;0;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;0;1;M;1;2;4;6;5;3;Nikon;3;6;5;2;1;4;DontKnow;2;1;6;5;3;4;Apple;V_1;V_99;V_99;V_1;V_7
80;1;1;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;F;1;2;4;3;6;5;Other;2;5;6;1;4;3;Other;1;2;5;4;3;6;Toshiba;V_1;V_4;V_1;V_1;V_1
81;0;0;0;0;1;1;0;1;0;0;1;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;0;0;0;1;1;1;2;F;5;6;3;1;2;4;Nikon;2;1;3;4;5;6;Samsung;5;4;1;3;2;6;Sony;V_7;V_7;V_7;V_1;V_1
82;0;0;0;1;0;1;1;1;1;0;0;0;1;1;1;1;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;1;1;F;2;1;6;4;3;5;Canon;4;1;3;6;5;2;Sony;4;6;5;2;1;3;Apple;V_99;V_2;V_7;V_7;V_7
