IDQ;hobby_1;hobby_2;hobby_3;hobby_4;hobby_5;hobby_6;hobby_7;hobby_8;hobby_9;hobby_10;hobby_11;hobby_12;own_mm_1;own_mm_2;own_mm_3;own_mm_4;own_mm_5;own_mm_6;own_mm_7;own_mm_8;own_mm_9;own_mm_10;own_mm_11;info_1;info_2;info_3;info_4;info_5;info_6;info_7;info_8;info_9;nq_kids;nq_gender;cam_crit_1;cam_crit_2;cam_crit_3;cam_crit_4;cam_crit_5;cam_crit_6;cam_brand;TV_crit_1;TV_crit_2;TV_crit_3;TV_crit_4;TV_crit_5;TV_crit_6;TV_brand;notebook_crit_1;notebook_crit_2;notebook_crit_3;notebook_crit_4;notebook_crit_5;notebook_crit_6;notebook_brand;vendor_TV;vendor_desktopPC;vendor_notebook;vendor_pocketcamera;vendor_SLRcamera
83;1;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;F;1;5;4;2;3;6;Sony;1;3;4;6;5;2;Panasonic;1;6;3;4;2;5;Apple;V_1;V_7;V_7;V_7;V_7
84;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;F;6;3;2;1;4;5;Sony;4;1;3;6;5;2;Sony;6;4;1;5;3;2;HP;V_4;V_7;V_4;V_4;V_4
85;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;0;1;1;M;5;2;3;4;6;1;DontKnow;3;2;5;6;4;1;Sony;6;1;5;2;3;4;Toshiba;V_6;V_7;V_6;V_99;V_99
86;0;0;1;0;1;1;0;0;1;0;1;0;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;F;6;4;5;1;2;3;Other;5;1;2;6;3;4;Other;4;6;2;5;1;3;Apple;V_7;V_2;V_2;V_6;V_6
87;0;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1;1;0;0;1;0;1;0;0;0;1;0;0;0;1;1;0;1;M;1;5;4;2;6;3;Sony;1;4;6;3;2;5;Other;1;2;3;6;4;5;Sony;V_4;V_4;V_4;V_4;V_4
88;0;1;1;0;1;1;0;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;1;1;0;1;0;1;M;6;4;2;5;3;1;Canon;4;1;5;3;2;6;Sony;6;4;5;2;3;1;Other;V_6;V_2;V_7;V_7;V_7
89;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;F;5;6;3;4;1;2;DontKnow;6;2;1;4;5;3;Samsung;6;3;4;2;5;1;DontKnow;V_1;V_1;V_1;V_99;V_99
90;0;0;1;0;0;1;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;2;F;6;5;4;3;1;2;Nikon;4;2;1;5;6;3;Samsung;6;5;1;3;4;2;Toshiba;V_4;V_4;V_4;V_4;V_4
91;0;1;0;0;0;1;0;0;1;0;1;0;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;1;1;0;0;1;M;4;5;6;2;1;3;Canon;3;1;2;5;6;4;Sony;3;6;1;5;2;4;Sony;V_4;V_1;V_2;V_1;V_2
92;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;1;1;1;F;6;2;4;1;3;5;Other;5;1;3;6;4;2;Sony;5;3;1;4;6;2;Apple;V_2;V_4;V_4;V_4;V_4
93;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;2;F;6;3;4;2;1;5;Canon;3;1;2;5;6;4;Sony;6;5;4;3;2;1;Apple;V_99;V_99;V_99;V_2;V_2
94;1;0;1;0;0;0;0;0;1;1;0;0;0;1;1;1;1;0;0;1;0;0;1;0;0;0;0;0;1;1;1;1;1;M;5;6;1;3;2;4;Nikon;4;2;1;6;5;3;Philips;6;2;5;4;3;1;Apple;V_7;V_1;V_1;V_7;V_7
95;0;1;0;0;1;0;0;0;1;0;0;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;F;5;4;2;1;3;6;Sony;6;1;3;5;4;2;DontKnow;5;6;3;4;1;2;DontKnow;V_99;V_99;V_99;V_99;V_99
96;1;0;1;1;0;0;0;1;1;0;0;0;1;1;1;1;1;1;0;1;1;1;0;0;1;0;1;1;0;0;0;1;2;F;6;5;1;2;4;3;Other;3;1;2;6;5;4;Samsung;5;4;1;2;3;6;Other;V_1;V_2;V_4;V_4;V_4
97;1;0;1;0;1;1;0;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;1;M;6;4;2;1;3;5;DontKnow;4;2;3;6;5;1;DontKnow;4;2;3;1;6;5;Apple;V_99;V_1;V_1;V_99;V_1
98;0;0;0;0;0;1;1;1;1;0;0;1;1;1;1;1;1;0;0;1;0;1;0;1;0;0;0;1;1;1;1;1;1;M;6;5;3;1;4;2;DontKnow;4;2;3;1;6;5;DontKnow;5;3;2;6;1;4;DontKnow;V_1;V_1;V_1;V_1;V_1
99;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;1;1;0;0;1;1;0;1;M;3;4;6;2;1;5;DontKnow;4;1;2;5;6;3;Panasonic;6;5;2;4;3;1;Acer;V_2;V_7;V_2;V_99;V_99
100;1;0;1;1;1;1;0;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;F;6;4;5;3;2;1;DontKnow;5;1;2;6;3;4;DontKnow;3;6;2;4;5;1;DontKnow;V_2;V_1;V_1;V_1;V_1
101;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;1;0;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;F;5;6;4;2;1;3;Sony;6;2;1;5;3;4;Sony;6;5;2;3;4;1;Sony;V_4;V_4;V_1;V_4;V_4
102;0;0;1;0;1;1;0;1;0;0;0;0;0;1;1;0;1;1;0;1;0;1;0;0;1;1;0;1;1;1;0;0;1;M;5;4;1;2;3;6;Other;5;1;4;6;3;2;DontKnow;6;4;2;1;3;5;Apple;V_6;V_1;V_4;V_6;V_7
103;0;0;0;0;1;1;0;1;1;1;0;0;1;0;1;1;1;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;2;F;6;5;4;1;3;2;Nikon;6;1;2;4;5;3;Sony;5;6;2;3;4;1;HP;V_99;V_99;V_99;V_99;V_99
104;0;0;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;1;1;0;1;0;1;F;4;5;6;3;2;1;Nikon;4;2;5;3;6;1;Samsung;4;2;6;3;1;5;HP;V_99;V_99;V_1;V_99;V_99
105;0;0;1;0;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;F;5;4;6;2;3;1;DontKnow;4;1;2;5;6;3;DontKnow;4;6;1;3;2;5;DontKnow;V_1;V_99;V_99;V_99;V_99
106;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;F;5;6;4;3;1;2;DontKnow;6;1;3;2;5;4;Sony;5;1;2;3;6;4;HP;V_1;V_1;V_1;V_7;V_7
107;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;2;F;6;5;1;3;4;2;Canon;5;2;3;4;6;1;Samsung;6;3;1;5;4;2;Acer;V_4;V_99;V_2;V_2;V_99
108;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;1;1;1;1;0;0;0;1;2;F;6;5;3;1;2;4;Canon;4;1;2;6;5;3;Panasonic;5;6;1;4;3;2;Dell;V_2;V_99;V_99;V_1;V_1
109;1;0;1;1;1;1;0;0;1;1;0;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;F;6;5;3;4;1;2;Nikon;5;1;2;4;6;3;Samsung;6;4;1;5;2;3;Sony;V_2;V_2;V_2;V_2;V_2
110;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;1;M;5;6;4;3;2;1;Canon;3;1;2;6;5;4;DontKnow;6;5;1;4;3;2;DontKnow;V_99;V_99;V_99;V_99;V_99
111;1;0;0;0;1;1;0;0;1;1;0;0;1;1;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;1;1;1;F;1;3;4;5;6;2;Canon;1;5;6;2;3;4;Philips;2;1;3;4;5;6;Acer;V_2;V_7;V_2;V_2;V_2
112;0;0;1;0;0;1;0;1;1;0;0;0;1;1;1;0;1;1;0;1;1;1;0;1;1;1;1;1;1;1;0;0;1;M;5;6;3;4;1;2;Other;2;4;3;6;5;1;Samsung;5;6;3;4;1;2;HP;V_99;V_99;V_99;V_99;V_99
113;1;0;1;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;2;F;1;3;2;4;5;6;Canon;4;1;2;6;5;3;DontKnow;6;1;3;2;4;5;Other;V_2;V_99;V_99;V_99;V_99
114;1;1;1;0;1;0;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;0;0;1;1;0;0;0;1;F;1;4;5;6;2;3;Nikon;3;1;4;5;6;2;Other;6;3;1;4;2;5;Acer;V_7;V_1;V_1;V_1;V_1
115;0;1;1;1;1;1;1;0;1;0;1;0;1;1;1;1;1;0;0;1;1;1;0;0;1;0;0;0;0;1;1;1;1;F;6;5;4;1;2;3;Nikon;6;1;3;5;4;2;Philips;6;2;1;5;4;3;Apple;V_1;V_7;V_7;V_1;V_1
116;1;1;1;1;1;1;0;1;0;1;1;0;0;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;0;0;1;1;0;M;4;5;1;6;2;3;Other;5;1;2;6;3;4;Samsung;6;2;3;4;5;1;Other;V_2;V_99;V_99;V_1;V_2
117;0;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;F;2;6;3;5;4;1;Sony;4;1;2;6;5;3;Sony;4;6;5;3;1;2;Dell;V_7;V_7;V_7;V_1;V_1
118;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;2;M;6;1;5;3;4;2;Canon;6;1;3;5;4;2;Samsung;6;5;2;3;1;4;HP;V_2;V_99;V_2;V_99;V_99
119;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;M;1;2;5;3;4;6;Sony;3;6;4;1;2;5;DontKnow;2;1;5;6;4;3;HP;V_7;V_7;V_1;V_7;V_7
120;1;0;1;1;1;0;1;1;1;0;0;0;0;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0;1;1;1;F;6;4;3;5;2;1;Other;5;2;1;6;4;3;Sony;6;5;1;2;4;3;HP;V_6;V_6;V_6;V_6;V_6
121;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;F;6;4;5;1;3;2;DontKnow;6;1;5;2;3;4;DontKnow;6;3;2;1;4;5;DontKnow;V_7;V_7;V_7;V_99;V_99
122;0;0;1;0;0;0;0;1;1;0;0;1;1;1;1;1;1;1;1;1;0;0;0;1;1;0;0;1;1;1;1;1;2;M;5;6;4;1;3;2;Nikon;2;3;4;5;6;1;Samsung;4;5;2;6;3;1;Apple;V_1;V_1;V_99;V_2;V_2
123;0;0;1;0;0;0;0;0;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0;0;0;0;1;M;3;4;5;1;2;6;Sony;2;1;4;6;5;3;Sony;2;5;6;3;1;4;Apple;V_4;V_6;V_6;V_4;V_4
124;1;0;1;0;0;1;1;0;1;1;0;0;1;0;1;1;1;0;1;1;0;1;1;0;1;1;1;0;0;0;0;0;1;F;3;2;1;5;4;6;Sony;3;2;4;6;1;5;Sony;5;2;1;4;3;6;Apple;V_1;V_1;V_1;V_4;V_4
125;0;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;0;0;0;0;0;M;6;1;3;4;5;2;Other;1;3;5;4;2;6;Samsung;4;1;6;2;5;3;Sony;V_99;V_99;V_99;V_6;V_6
126;0;0;1;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;F;6;5;3;2;1;4;Other;4;2;1;6;5;3;Samsung;6;2;3;5;4;1;HP;V_2;V_2;V_2;V_2;V_2
127;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;M;5;6;2;3;4;1;Nikon;5;1;6;4;2;3;Other;6;3;1;5;2;4;Acer;V_99;V_99;V_99;V_4;V_4
128;1;0;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;1;0;1;2;F;2;1;4;5;6;3;Nikon;2;5;6;1;4;3;Sony;2;1;5;4;3;6;Apple;V_6;V_6;V_6;V_6;V_6
129;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;1;1;M;6;3;4;5;2;1;Other;5;3;1;6;2;4;Samsung;6;5;4;2;3;1;DontKnow;V_4;V_4;V_4;V_4;V_4
130;1;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;0;1;0;1;1;0;1;0;1;2;M;5;6;3;2;4;1;Other;4;1;3;6;5;2;DontKnow;5;6;1;2;3;4;Apple;V_99;V_99;V_99;V_99;V_99
131;0;0;1;0;0;1;0;0;1;1;0;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;F;1;4;2;3;6;5;Nikon;3;4;6;1;2;5;DontKnow;1;2;4;3;5;6;DontKnow;V_2;V_2;V_2;V_2;V_2
132;1;1;1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2;F;1;6;5;4;3;2;DontKnow;1;6;4;2;3;5;DontKnow;6;4;1;2;5;3;DontKnow;V_2;V_99;V_99;V_2;V_7
133;1;0;1;0;0;1;0;1;1;0;0;0;1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;1;0;0;0;0;1;M;6;5;2;1;3;4;DontKnow;5;2;3;4;6;1;DontKnow;5;6;2;4;1;3;DontKnow;V_2;V_7;V_7;V_2;V_2
134;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;M;6;5;2;4;1;3;Sony;4;1;2;5;6;3;Samsung;6;5;1;2;3;4;HP;V_1;V_7;V_7;V_1;V_1
135;1;0;1;0;1;1;0;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;1;1;0;1;1;0;1;F;5;3;6;4;2;1;Sony;4;2;3;5;6;1;Philips;5;6;2;4;1;3;HP;V_1;V_4;V_6;V_2;V_99
136;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;1;1;0;1;F;6;3;4;5;1;2;DontKnow;5;2;1;6;4;3;DontKnow;5;6;3;4;1;2;Apple;V_99;V_99;V_99;V_99;V_99
137;0;0;1;0;1;1;0;1;0;0;1;1;1;1;1;1;1;1;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;F;4;3;6;2;5;1;Canon;4;1;3;6;5;2;Samsung;5;4;1;6;2;3;Toshiba;V_6;V_6;V_6;V_6;V_6
138;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;1;M;2;4;6;1;3;5;Canon;3;2;1;6;5;4;Samsung;4;5;1;6;3;2;Acer;V_1;V_99;V_99;V_1;V_1
139;0;1;1;1;0;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;1;0;0;0;1;F;6;5;2;3;4;1;Sony;6;2;4;3;1;5;Sony;6;5;1;2;3;4;HP;V_4;V_2;V_2;V_2;V_7
140;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;1;F;5;6;4;2;3;1;Canon;4;1;3;5;6;2;Philips;6;4;1;5;2;3;HP;V_1;V_1;V_7;V_1;V_1
141;0;0;1;1;1;1;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;1;1;0;1;1;1;0;1;2;M;2;3;1;4;6;5;Nikon;2;6;5;3;1;4;Philips;1;2;4;6;3;5;Dell;V_2;V_7;V_7;V_2;V_7
142;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;M;5;4;1;3;2;6;Nikon;5;2;1;4;6;3;Philips;6;4;2;3;5;1;Sony;V_1;V_2;V_99;V_2;V_99
143;0;1;0;1;1;1;0;1;1;1;1;0;1;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;1;1;F;6;5;4;3;1;2;Sony;4;2;1;6;5;3;Sony;5;6;2;3;4;1;Acer;V_1;V_7;V_7;V_1;V_1
144;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;F;6;4;2;3;1;5;Nikon;4;2;1;5;6;3;Sony;5;4;2;3;6;1;Sony;V_99;V_99;V_2;V_99;V_99
145;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;M;6;5;3;4;1;2;Nikon;5;1;2;4;3;6;Samsung;6;4;3;2;5;1;Apple;V_6;V_6;V_6;V_6;V_4
146;1;1;1;0;0;1;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;0;0;0;1;1;F;6;5;3;4;1;2;DontKnow;3;2;1;6;5;4;DontKnow;5;6;3;2;4;1;Dell;V_99;V_99;V_99;V_99;V_99
147;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;M;5;4;6;1;2;3;Nikon;4;1;3;6;5;2;Other;5;6;1;4;3;2;HP;V_99;V_99;V_99;V_99;V_99
148;0;1;1;1;1;1;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;0;0;1;M;6;5;2;1;4;3;Sony;4;3;2;6;5;1;Sony;5;6;3;4;1;2;HP;V_7;V_6;V_6;V_6;V_6
149;0;1;0;0;1;1;1;0;1;1;0;0;0;1;1;1;1;1;0;1;0;1;0;0;1;0;0;1;0;1;0;1;1;F;6;4;5;2;3;1;DontKnow;4;2;5;3;6;1;DontKnow;6;1;3;2;4;5;DontKnow;V_99;V_99;V_99;V_99;V_99
150;1;0;0;0;0;0;0;0;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;0;0;0;1;1;0;1;M;5;2;3;4;6;1;Other;5;1;3;6;4;2;Samsung;5;6;1;4;2;3;HP;V_4;V_4;V_4;V_4;V_4
151;1;0;0;1;0;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;1;1;M;6;5;4;1;2;3;Nikon;5;1;2;6;3;4;Philips;4;5;3;1;2;6;Apple;V_6;V_6;V_6;V_6;V_6
152;0;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;1;1;0;1;0;0;0;1;1;1;0;0;0;1;1;0;2;M;6;5;2;1;3;4;DontKnow;2;1;4;5;6;3;Philips;5;6;1;2;3;4;DontKnow;V_2;V_99;V_99;V_99;V_99
153;0;0;1;1;1;0;0;1;1;0;1;0;1;1;1;1;1;1;0;1;1;0;0;1;0;1;0;0;0;1;0;1;1;F;6;3;5;2;1;4;Sony;6;4;1;3;5;2;Philips;6;4;3;2;5;1;HP;V_2;V_2;V_2;V_2;V_2
154;1;0;1;0;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;2;M;5;3;2;1;4;6;Canon;3;1;4;5;6;2;Samsung;6;2;3;4;1;5;Apple;V_1;V_6;V_99;V_6;V_6
155;0;0;1;0;1;0;0;1;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;1;1;1;0;M;3;5;4;2;1;6;Nikon;4;2;1;5;6;3;Philips;4;3;6;5;2;1;Acer;V_1;V_2;V_2;V_2;V_7
156;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;F;6;5;3;2;1;4;Sony;5;2;1;4;6;3;Sony;6;5;3;4;2;1;HP;V_7;V_6;V_6;V_6;V_6
157;1;0;1;1;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;1;1;2;F;6;5;1;3;4;2;Sony;5;1;4;6;2;3;Sony;5;6;1;2;4;3;HP;V_1;V_99;V_99;V_99;V_1
158;0;1;1;1;0;0;0;0;1;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;M;6;3;5;4;2;1;Nikon;6;3;1;5;4;2;Philips;6;5;1;2;3;4;Acer;V_1;V_2;V_2;V_4;V_4
159;0;1;1;0;0;1;1;1;0;1;0;0;1;1;1;1;0;0;0;1;0;1;0;0;1;0;0;1;0;1;0;0;1;M;5;3;4;6;1;2;DontKnow;6;1;2;3;4;5;Other;6;4;2;1;3;5;HP;V_7;V_7;V_1;V_2;V_99
160;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;0;1;0;1;M;6;5;2;1;3;4;Other;2;1;3;6;5;4;Samsung;4;2;6;1;5;3;Apple;V_4;V_4;V_4;V_2;V_7
161;0;0;1;0;1;1;0;0;0;0;0;1;1;1;0;0;1;1;0;0;0;1;1;1;1;0;0;1;0;0;0;0;1;M;6;2;5;4;3;1;Sony;3;1;4;6;5;2;Sony;5;3;1;6;2;4;HP;V_4;V_7;V_7;V_2;V_7
162;0;0;1;1;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;F;5;3;6;4;1;2;DontKnow;6;3;1;4;5;2;Other;3;2;5;6;4;1;Apple;V_99;V_2;V_1;V_99;V_99
163;0;0;1;0;1;0;0;0;1;1;1;0;1;1;1;0;1;0;0;1;1;1;0;1;1;1;1;0;0;0;0;0;2;M;6;3;2;5;1;4;Other;6;1;4;2;5;3;Philips;6;3;1;4;5;2;Acer;V_2;V_2;V_99;V_2;V_2
164;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;0;0;1;1;0;0;0;2;M;6;4;5;2;3;1;Nikon;4;3;5;6;1;2;DontKnow;5;6;1;2;3;4;Apple;V_1;V_1;V_1;V_1;V_1
165;1;1;1;0;1;1;1;0;0;1;1;1;1;1;0;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;2;F;6;5;3;1;2;4;Canon;6;1;3;4;5;2;DontKnow;6;1;2;4;5;3;DontKnow;V_2;V_7;V_99;V_2;V_7
166;0;1;0;0;1;1;0;1;0;0;1;1;1;1;0;0;1;0;0;1;0;1;0;1;0;1;0;0;0;1;1;0;1;F;6;4;5;1;2;3;DontKnow;4;1;2;6;5;3;DontKnow;6;5;1;4;2;3;DontKnow;V_4;V_4;V_4;V_6;V_6
167;0;0;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;1;1;0;0;1;0;0;0;1;0;M;6;4;3;1;2;5;Canon;5;1;2;6;3;4;Samsung;6;4;5;3;2;1;Sony;V_4;V_7;V_7;V_99;V_99
168;1;1;1;0;0;0;0;1;0;0;0;0;1;1;1;0;1;0;1;1;0;1;0;0;1;1;1;1;0;0;1;1;0;M;6;5;4;1;3;2;Canon;6;1;3;5;4;2;DontKnow;6;4;1;2;3;5;HP;V_2;V_4;V_4;V_4;V_4
