IDQ;hobby_1;hobby_2;hobby_3;hobby_4;hobby_5;hobby_6;hobby_7;hobby_8;hobby_9;hobby_10;hobby_11;hobby_12;own_mm_1;own_mm_2;own_mm_3;own_mm_4;own_mm_5;own_mm_6;own_mm_7;own_mm_8;own_mm_9;own_mm_10;own_mm_11;info_1;info_2;info_3;info_4;info_5;info_6;info_7;info_8;info_9;nq_kids;nq_gender;cam_crit_1;cam_crit_2;cam_crit_3;cam_crit_4;cam_crit_5;cam_crit_6;cam_brand;TV_crit_1;TV_crit_2;TV_crit_3;TV_crit_4;TV_crit_5;TV_crit_6;TV_brand;notebook_crit_1;notebook_crit_2;notebook_crit_3;notebook_crit_4;notebook_crit_5;notebook_crit_6;notebook_brand;vendor_TV;vendor_desktopPC;vendor_notebook;vendor_pocketcamera;vendor_SLRcamera
426;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;F;6;5;3;4;2;1;DontKnow;5;4;1;2;6;3;Other;6;5;2;3;4;1;DontKnow;V_99;V_1;V_1;V_99;V_1
427;0;1;1;0;1;1;0;0;1;1;1;0;1;0;1;1;1;0;1;1;0;1;1;0;1;0;0;0;0;1;0;0;1;F;4;2;6;5;1;3;Canon;4;3;1;5;6;2;Samsung;4;5;6;1;2;3;HP;V_2;V_2;V_2;V_2;V_2
428;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;0;0;1;0;0;0;0;0;1;1;1;1;1;1;M;6;1;3;2;4;5;Other;4;1;3;6;5;2;Philips;4;6;2;5;1;3;Apple;V_99;V_99;V_99;V_7;V_7
429;0;0;0;0;0;1;0;0;1;0;1;1;0;1;1;1;1;1;0;0;0;1;0;1;1;1;0;0;1;0;0;1;2;F;6;4;2;3;1;5;Canon;4;2;1;5;6;3;Other;6;4;5;2;3;1;HP;V_2;V_6;V_1;V_2;V_7
430;0;0;1;0;0;0;0;1;1;0;0;0;1;1;1;0;1;0;1;1;1;0;0;0;1;1;0;1;0;0;1;1;1;M;6;5;4;3;1;2;DontKnow;5;1;3;6;4;2;DontKnow;6;5;2;4;1;3;DontKnow;V_99;V_99;V_99;V_99;V_99
431;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;F;4;1;5;3;2;6;Sony;2;3;1;6;5;4;Philips;4;5;2;3;6;1;HP;V_1;V_1;V_1;V_1;V_1
432;0;1;0;1;1;1;0;0;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;M;3;2;6;5;1;4;DontKnow;6;4;1;5;3;2;DontKnow;6;2;4;3;5;1;DontKnow;V_2;V_99;V_99;V_99;V_2
433;0;0;1;0;1;1;0;1;0;1;0;1;1;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;1;F;6;2;3;4;1;5;Canon;2;1;3;6;5;4;Sony;6;4;3;1;5;2;Acer;V_4;V_4;V_4;V_99;V_99
434;0;0;1;0;1;1;0;1;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;F;6;5;4;2;3;1;Other;4;1;3;5;6;2;Panasonic;6;4;3;5;2;1;HP;V_2;V_2;V_2;V_99;V_99
435;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;1;1;0;0;1;0;1;0;1;1;1;1;1;1;0;1;1;1;M;4;2;5;3;1;6;Canon;5;1;2;6;3;4;Samsung;6;5;3;1;4;2;HP;V_1;V_99;V_4;V_99;V_99
436;1;0;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;0;1;0;0;0;0;1;1;1;1;0;1;1;1;0;F;5;2;4;1;3;6;Canon;4;1;3;5;6;2;DontKnow;5;4;3;2;1;6;Apple;V_99;V_99;V_7;V_99;V_99
437;0;0;1;1;0;1;0;1;1;0;1;1;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;2;F;3;5;6;1;2;4;Sony;4;3;1;5;6;2;Philips;4;6;2;5;3;1;HP;V_6;V_6;V_6;V_4;V_6
438;0;1;1;0;0;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;0;0;0;1;0;1;0;1;1;1;1;F;6;3;1;2;5;4;DontKnow;6;1;3;5;4;2;DontKnow;6;5;1;3;2;4;Other;V_4;V_4;V_4;V_2;V_4
439;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;0;1;1;1;1;1;1;M;5;6;2;1;3;4;Nikon;6;2;3;5;4;1;DontKnow;6;5;4;2;1;3;Apple;V_4;V_1;V_99;V_99;V_1
440;0;1;1;1;0;1;0;1;0;1;1;0;0;0;1;1;1;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;F;4;6;5;1;3;2;Canon;4;1;3;6;5;2;Philips;6;1;5;2;4;3;Other;V_2;V_7;V_7;V_2;V_2
441;0;1;1;0;0;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;1;0;F;6;3;2;5;1;4;DontKnow;6;1;2;4;5;3;Sony;6;4;1;3;5;2;DontKnow;V_99;V_99;V_99;V_99;V_99
442;0;1;1;0;1;1;0;1;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;F;6;5;3;2;4;1;DontKnow;6;2;3;5;4;1;DontKnow;6;5;1;2;4;3;DontKnow;V_99;V_99;V_99;V_99;V_99
443;0;1;1;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;1;1;2;M;6;5;4;3;1;2;Sony;5;2;1;6;4;3;Sony;6;4;5;2;3;1;Apple;V_4;V_1;V_1;V_4;V_4
444;0;1;0;0;1;1;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;0;1;0;1;1;F;1;2;3;6;4;5;Canon;3;6;5;1;2;4;Samsung;2;1;5;6;4;3;Sony;V_6;V_6;V_6;V_99;V_99
445;0;1;1;0;1;0;0;1;1;0;1;0;1;1;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;M;6;2;3;1;4;5;Sony;3;1;4;5;6;2;Sony;4;6;1;2;3;5;Sony;V_4;V_4;V_4;V_4;V_4
446;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;F;6;3;5;2;4;1;DontKnow;5;1;4;6;2;3;DontKnow;6;5;1;2;4;3;DontKnow;V_1;V_7;V_7;V_7;V_1
447;0;0;1;1;0;0;0;1;0;0;1;1;0;0;1;1;0;1;1;1;0;1;0;0;1;1;1;1;0;1;0;0;1;F;2;5;4;6;1;3;Sony;3;1;2;6;5;4;Sony;1;4;6;3;5;2;Sony;V_4;V_1;V_1;V_1;V_1
448;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;F;6;3;4;5;2;1;Other;4;1;2;5;6;3;Sony;6;1;5;4;2;3;HP;V_2;V_99;V_99;V_99;V_99
449;1;1;1;0;1;0;0;1;1;0;0;0;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;0;1;0;1;1;M;6;5;2;1;4;3;Canon;3;1;2;6;5;4;Samsung;6;3;1;2;4;5;HP;V_2;V_2;V_99;V_6;V_7
450;0;0;1;0;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;1;1;1;1;F;6;3;4;1;2;5;Canon;3;2;4;6;5;1;Sony;4;5;2;6;1;3;Apple;V_1;V_1;V_1;V_1;V_1
451;1;0;1;0;1;1;0;0;1;0;1;0;0;0;1;1;1;1;1;1;0;1;0;1;0;1;1;1;0;0;0;1;2;F;6;4;1;3;2;5;Nikon;4;1;3;5;6;2;Panasonic;1;6;4;3;5;2;Apple;V_4;V_1;V_1;V_99;V_99
452;1;1;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;F;5;1;6;4;2;3;Other;4;5;1;6;3;2;Philips;5;2;4;3;6;1;Acer;V_1;V_1;V_1;V_99;V_1
453;0;0;1;1;0;0;0;1;1;1;1;0;1;1;0;1;1;1;0;1;0;1;1;1;0;0;0;0;0;1;0;1;0;F;6;5;4;3;2;1;DontKnow;6;2;1;4;5;3;DontKnow;6;3;2;4;5;1;DontKnow;V_2;V_99;V_99;V_2;V_2
454;0;1;1;0;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;1;0;1;F;6;5;4;2;1;3;Canon;6;2;1;5;4;3;Samsung;6;5;2;4;3;1;HP;V_4;V_4;V_4;V_4;V_4
455;0;0;1;0;1;1;0;1;0;0;1;0;1;1;1;1;1;0;1;1;1;0;0;1;0;0;0;0;1;0;1;1;0;F;6;5;4;2;1;3;Other;6;1;4;3;2;5;Panasonic;6;5;1;4;2;3;Acer;V_7;V_1;V_2;V_7;V_7
456;0;0;1;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;F;6;2;5;3;1;4;DontKnow;3;1;6;5;2;4;DontKnow;6;1;3;5;4;2;DontKnow;V_6;V_6;V_6;V_6;V_6
457;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;M;1;2;3;5;4;6;DontKnow;3;5;4;1;6;2;DontKnow;3;1;6;4;5;2;DontKnow;V_1;V_1;V_1;V_1;V_1
458;0;0;1;0;1;1;1;1;1;0;1;1;0;0;1;1;1;1;1;1;1;0;0;0;1;1;1;1;0;1;0;0;0;M;3;5;6;1;2;4;Sony;6;2;4;1;3;5;Sony;5;6;1;2;4;3;HP;V_1;V_6;V_6;V_1;V_1
459;1;0;1;1;0;0;0;1;0;1;1;1;1;0;1;1;0;1;0;1;1;1;1;0;1;0;1;0;0;1;0;0;2;F;5;4;6;1;2;3;Nikon;4;2;3;5;6;1;Philips;1;6;5;2;3;4;Apple;V_2;V_4;V_4;V_2;V_1
460;0;0;1;0;0;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;1;1;F;6;3;1;5;4;2;Canon;2;1;5;6;4;3;Other;3;5;2;1;4;6;DontKnow;V_7;V_7;V_1;V_1;V_1
461;0;0;1;0;1;0;0;1;0;0;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;F;6;4;5;3;1;2;Sony;4;2;3;5;6;1;Samsung;6;5;1;2;4;3;HP;V_7;V_7;V_2;V_1;V_4
462;0;0;1;1;0;0;0;1;0;1;0;1;0;0;1;0;1;1;0;0;0;1;0;0;1;1;1;1;0;0;0;0;2;F;6;3;5;4;1;2;Canon;4;2;1;5;6;3;DontKnow;6;5;4;3;2;1;DontKnow;V_6;V_6;V_6;V_6;V_6
463;1;0;1;0;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;1;0;1;M;6;5;4;1;2;3;Nikon;4;1;3;6;5;2;Sony;5;6;1;4;2;3;HP;V_1;V_4;V_1;V_1;V_1
464;1;0;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;0;0;1;0;0;1;0;1;1;1;1;F;2;6;4;3;5;1;Other;5;1;4;6;3;2;Sony;4;6;1;5;2;3;HP;V_2;V_1;V_1;V_2;V_2
465;0;0;1;0;1;0;0;0;1;1;1;0;1;0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;1;1;1;M;6;4;2;3;1;5;DontKnow;5;3;1;6;2;4;DontKnow;5;4;1;6;3;2;DontKnow;V_4;V_4;V_4;V_4;V_4
466;0;0;1;1;1;1;0;1;0;1;1;0;1;1;1;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;2;F;1;3;4;6;5;2;DontKnow;3;6;4;1;2;5;DontKnow;3;4;1;6;2;5;DontKnow;V_4;V_4;V_4;V_4;V_7
467;1;1;1;0;1;0;0;1;1;0;0;0;1;1;1;1;1;0;0;1;0;1;0;1;1;1;1;1;0;1;1;0;0;M;6;3;5;1;2;4;DontKnow;6;2;3;5;4;1;DontKnow;6;5;3;4;1;2;DontKnow;V_99;V_99;V_99;V_99;V_99
468;0;0;1;0;0;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;1;1;1;1;0;0;M;6;5;4;3;2;1;Canon;6;1;2;5;3;4;Samsung;6;5;1;3;4;2;HP;V_4;V_4;V_4;V_4;V_4
469;1;0;0;1;1;0;0;1;0;0;1;0;1;1;0;0;1;1;1;0;0;0;0;1;1;0;0;0;1;1;0;0;1;F;6;5;4;1;3;2;Other;4;1;2;6;5;3;Sony;4;6;1;5;3;2;Apple;V_99;V_99;V_99;V_99;V_99
470;1;0;1;0;1;1;0;0;0;1;0;0;0;0;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;F;5;6;1;2;3;4;DontKnow;3;6;2;1;5;4;DontKnow;4;6;1;3;5;2;DontKnow;V_1;V_1;V_1;V_2;V_1
471;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;1;F;6;3;2;4;5;1;Canon;3;1;2;6;5;4;DontKnow;6;5;1;2;4;3;DontKnow;V_4;V_2;V_1;V_1;V_1
472;1;0;0;0;1;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;2;F;4;3;2;1;6;5;Canon;3;1;4;6;5;2;Other;5;1;3;4;2;6;Acer;V_1;V_7;V_2;V_1;V_7
473;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;1;M;6;5;3;1;2;4;Canon;6;1;2;5;4;3;DontKnow;6;1;4;3;5;2;DontKnow;V_99;V_99;V_99;V_99;V_99
474;0;1;0;0;1;0;0;1;1;1;1;0;1;0;1;1;1;0;1;0;1;0;0;0;1;0;0;0;0;1;1;1;0;F;6;4;5;3;1;2;DontKnow;6;3;1;4;5;2;Samsung;5;6;3;4;2;1;Toshiba;V_1;V_4;V_4;V_1;V_1
475;0;1;1;0;0;1;0;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;F;6;5;3;4;2;1;Canon;5;3;4;6;1;2;Samsung;6;5;2;4;1;3;Other;V_1;V_1;V_1;V_1;V_1
476;0;1;0;0;1;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;F;6;3;5;2;1;4;DontKnow;4;3;2;6;5;1;Sony;6;1;4;3;5;2;Apple;V_7;V_99;V_99;V_1;V_7
477;0;0;1;0;0;0;0;1;1;0;1;1;1;0;0;1;1;0;1;1;0;1;0;0;1;1;0;1;1;0;0;0;0;F;3;4;2;6;1;5;Other;4;1;2;6;5;3;Other;5;4;6;2;3;1;HP;V_99;V_99;V_99;V_99;V_99
478;0;0;1;0;1;1;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;0;0;0;0;1;0;1;0;1;1;1;0;M;6;4;3;1;2;5;DontKnow;4;1;3;5;6;2;DontKnow;6;4;1;5;3;2;Other;V_99;V_99;V_99;V_99;V_99
479;0;0;1;0;0;1;0;0;0;1;1;0;0;1;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;1;1;1;2;F;6;3;5;4;2;1;Canon;4;1;2;5;6;3;Philips;4;6;1;2;5;3;DontKnow;V_4;V_7;V_7;V_99;V_99
480;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;0;1;0;0;1;0;0;1;0;0;1;1;2;F;6;5;3;4;2;1;Canon;5;2;3;6;1;4;DontKnow;6;4;1;5;3;2;Apple;V_99;V_99;V_1;V_6;V_99
481;0;0;0;0;0;1;0;1;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;F;6;2;4;3;5;1;DontKnow;6;2;3;5;4;1;DontKnow;6;1;3;5;2;4;DontKnow;V_7;V_7;V_7;V_1;V_1
482;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;F;6;4;3;1;2;5;Canon;4;2;1;6;5;3;Samsung;6;5;2;3;4;1;Apple;V_6;V_6;V_6;V_6;V_6
483;0;0;1;0;1;1;0;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;0;0;1;1;0;0;0;1;1;1;2;F;4;2;5;3;6;1;DontKnow;3;2;4;6;5;1;DontKnow;5;6;1;2;3;4;DontKnow;V_4;V_4;V_4;V_4;V_4
484;0;0;0;0;1;1;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;F;4;6;5;3;2;1;DontKnow;5;3;2;6;4;1;Sony;6;2;5;3;4;1;Apple;V_1;V_1;V_1;V_1;V_1
485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;F;6;3;5;2;4;1;Nikon;6;1;2;5;4;3;DontKnow;6;4;1;2;3;5;DontKnow;V_99;V_7;V_99;V_99;V_99
486;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;F;2;5;4;3;6;1;Other;5;4;2;6;1;3;Sony;4;2;5;1;6;3;HP;V_2;V_2;V_4;V_99;V_99
487;0;1;1;0;0;1;1;1;1;1;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;F;5;4;3;2;1;6;Other;3;1;2;5;6;4;DontKnow;6;5;2;4;3;1;DontKnow;V_99;V_99;V_99;V_99;V_99
488;0;1;0;0;1;1;0;1;1;0;1;1;1;1;1;1;0;0;1;1;1;0;0;0;0;0;0;1;1;1;1;1;0;F;4;6;3;2;5;1;Sony;4;2;1;6;3;5;Sony;5;6;3;2;4;1;DontKnow;V_2;V_2;V_99;V_99;V_99
489;0;0;1;0;0;0;1;0;0;1;1;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;1;2;F;5;4;6;1;3;2;Other;4;1;3;6;5;2;Sony;5;1;2;4;3;6;Apple;V_4;V_7;V_7;V_1;V_7
490;0;0;1;0;1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;F;4;3;6;5;2;1;DontKnow;4;2;1;5;6;3;DontKnow;6;4;3;5;2;1;HP;V_2;V_99;V_99;V_99;V_99
491;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;F;3;6;2;1;5;4;Nikon;2;1;3;5;6;4;DontKnow;5;6;1;2;4;3;Apple;V_4;V_1;V_1;V_4;V_4
492;0;1;1;0;1;1;1;1;0;1;1;0;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;1;1;1;1;1;2;F;5;3;4;1;6;2;Nikon;2;1;4;6;5;3;Sony;4;3;1;2;5;6;Sony;V_1;V_1;V_1;V_1;V_1
493;0;0;0;0;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;1;0;0;0;M;6;4;3;5;2;1;Nikon;6;1;2;4;5;3;Sony;6;2;4;3;5;1;Apple;V_1;V_1;V_1;V_7;V_7
494;1;0;1;0;1;1;0;0;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;0;M;6;5;2;3;1;4;Sony;5;3;4;6;1;2;Samsung;5;6;4;3;2;1;Other;V_2;V_99;V_6;V_4;V_99
495;0;1;1;0;1;1;0;1;0;1;1;0;1;0;0;1;1;1;0;1;0;1;0;1;1;1;1;0;0;0;1;1;2;F;5;6;4;1;2;3;Nikon;4;2;1;6;5;3;DontKnow;6;5;1;3;4;2;Apple;V_99;V_99;V_6;V_4;V_7
496;0;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;1;0;0;0;0;1;F;5;2;4;3;1;6;Canon;5;3;1;6;4;2;Sony;6;4;2;3;5;1;Acer;V_99;V_99;V_99;V_99;V_99
497;0;1;1;0;0;1;0;1;0;1;1;0;1;1;0;1;1;1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;M;5;6;4;2;1;3;Other;6;2;1;4;5;3;Philips;5;6;2;4;3;1;DontKnow;V_2;V_2;V_2;V_2;V_2
498;0;0;1;0;1;1;0;1;0;1;1;1;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;F;6;5;4;3;1;2;Nikon;5;1;2;6;4;3;Sony;6;5;3;1;4;2;Toshiba;V_2;V_99;V_99;V_99;V_1
499;0;0;0;0;1;0;1;1;0;1;1;0;1;0;1;1;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;1;F;6;4;5;1;2;3;Other;6;5;4;1;2;3;Samsung;6;2;5;3;4;1;Acer;V_7;V_99;V_4;V_7;V_7
500;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;1;F;6;2;1;5;3;4;DontKnow;5;1;2;6;3;4;DontKnow;6;5;1;2;4;3;DontKnow;V_4;V_4;V_4;V_4;V_4
501;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;1;0;0;1;0;F;6;1;4;3;5;2;Canon;3;1;4;6;5;2;Sony;6;4;2;1;3;5;Apple;V_7;V_1;V_1;V_1;V_7
502;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;F;3;4;6;5;1;2;DontKnow;3;2;1;6;5;4;Sony;4;6;2;5;3;1;Toshiba;V_99;V_7;V_7;V_99;V_99
503;0;0;1;1;1;1;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;0;1;0;1;1;1;2;F;6;4;2;1;3;5;Nikon;4;1;3;6;5;2;Philips;6;5;4;1;2;3;Apple;V_4;V_7;V_7;V_4;V_4
504;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;F;6;1;4;5;2;3;Sony;4;2;1;6;5;3;Other;6;3;2;4;5;1;Acer;V_2;V_2;V_2;V_2;V_2
505;1;0;1;0;0;1;0;1;1;0;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;1;1;F;4;2;3;6;5;1;Canon;6;1;3;5;4;2;DontKnow;4;6;5;1;3;2;Apple;V_99;V_99;V_99;V_99;V_99
506;0;0;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;F;6;3;4;1;2;5;Nikon;4;1;3;6;5;2;Panasonic;6;5;2;3;1;4;Toshiba;V_4;V_4;V_4;V_4;V_4
507;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;1;1;1;2;M;6;4;2;5;3;1;Sony;5;2;3;1;6;4;Sony;3;1;6;5;2;4;Acer;V_99;V_99;V_99;V_99;V_99
508;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;0;1;1;1;0;F;1;3;2;5;4;6;DontKnow;3;5;6;2;1;4;DontKnow;1;5;4;2;3;6;DontKnow;V_4;V_4;V_4;V_4;V_4
509;0;0;1;1;1;0;0;1;0;0;1;1;0;1;0;1;1;1;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;F;6;3;4;5;1;2;Canon;5;2;1;6;3;4;Panasonic;5;2;6;1;4;3;HP;V_99;V_6;V_6;V_1;V_6
510;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;1;1;1;1;F;5;3;6;1;2;4;DontKnow;4;3;2;5;6;1;DontKnow;6;4;1;3;5;2;DontKnow;V_2;V_4;V_4;V_2;V_2
511;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;1;F;6;5;4;3;1;2;DontKnow;6;2;1;3;5;4;DontKnow;6;5;2;3;4;1;DontKnow;V_99;V_99;V_1;V_2;V_99
512;0;1;1;0;1;1;0;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;0;0;0;1;0;1;0;1;0;1;2;F;3;5;1;2;4;6;Canon;3;1;4;6;5;2;Philips;5;4;1;6;3;2;Dell;V_99;V_99;V_99;V_99;V_99
